run_id,version,artifact_version,suite,case_id,is_multiturn,case_failure_type,observed_mismatch,expected_tool,actual_tool,passed,routing_correct,args_correct,failures
v0_B_base_groq_20260729T103610706427,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,R11_missing_url,False,missing_info,missing_tool_call,clarify,fetch,False,False,False,missing tool call clarify; extra tool call fetch
v0_B_base_groq_20260729T103610706427,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,R12_confirm_before_send,False,wrong_boundary,missing_tool_call,clarify,send,False,False,False,missing tool call clarify; extra tool call send
v0_B_base_groq_20260729T103610706427,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,R13_parallel_web_and_tweets,False,wrong_tool,wrong_arg_value,lookup|social_search,lookup|social_search,False,True,False,"query: expected 'AI', got 'tin AI hôm nay'"
v0_B_base_groq_20260729T103610706427,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,R14_out_of_scope_coding,False,out_of_scope,unexpected_tool_call,no_tool,lookup|format|send,False,False,False,expected no tool call
v0_B_base_groq_20260729T103610706427,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v0_B_base_groq_20260729T103610706427,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,M02_carryover_timeframe,True,wrong_arg_value,missing_tool_call,lookup,timeline,False,False,False,missing tool call lookup; extra tool call timeline
v0_B_base_groq_20260729T103610706427,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,M03_correction_handle,True,wrong_arg_value,wrong_arg_value,timeline,timeline,False,True,False,"screenname: expected 'karpathy', got 'Andrej Karpathy'"
v0_B_base_groq_20260729T103610706427,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v0_B_base_groq_20260729T103610706427,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,M05_correction_limit,True,wrong_arg_value,wrong_arg_value,timeline,timeline,False,True,False,"limit: expected 3, got 10"
v0_B_base_groq_20260729T103610706427,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v1_B_base_groq_20260729T104342209305,v1,v1+p874619d3505c+tc356f7d17ed5,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v1_B_base_groq_20260729T104342209305,v1,v1+p874619d3505c+tc356f7d17ed5,base,R02_search_tweets_routing,False,wrong_tool,extra_tool_call,social_search,timeline|social_search,False,False,False,extra tool call timeline
v1_B_base_groq_20260729T104342209305,v1,v1+p874619d3505c+tc356f7d17ed5,base,R03_web_news_routing,False,wrong_tool,wrong_arg_value,lookup,lookup,False,True,False,"query: expected 'AI', got 'AI tin tức hôm nay'"
v1_B_base_groq_20260729T104342209305,v1,v1+p874619d3505c+tc356f7d17ed5,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v1_B_base_groq_20260729T104342209305,v1,v1+p874619d3505c+tc356f7d17ed5,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v1_B_base_groq_20260729T104342209305,v1,v1+p874619d3505c+tc356f7d17ed5,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v1_B_base_groq_20260729T104342209305,v1,v1+p874619d3505c+tc356f7d17ed5,base,R07_search_type_arg,False,wrong_arg_value,missing_tool_call,social_search,timeline,False,False,False,missing tool call social_search; extra tool call timeline
v1_B_base_groq_20260729T104342209305,v1,v1+p874619d3505c+tc356f7d17ed5,base,R08_out_of_scope,False,out_of_scope,provider_error,no_tool,,False,False,False,"BadRequestError: Error code: 400 - {'error': {'message': ""tool call validation failed: attempted to call tool 'no_tool' which was not in request.tools"", 'type': 'invalid_request_error', 'code': 'tool_use_failed', 'failed_generation': '<function=no_tool>{ ""answer"": ""Không thể giải quyết được bằng công cụ này. Đây là một bài toán toán học phức tạp.""}</function>'}}"
v1_B_base_groq_20260729T104342209305,v1,v1+p874619d3505c+tc356f7d17ed5,base,R09_no_tool_capability,False,unnecessary_tool,unexpected_tool_call,no_tool,send,False,False,False,expected no tool call
v1_B_base_groq_20260729T104342209305,v1,v1+p874619d3505c+tc356f7d17ed5,base,R10_missing_handle,False,missing_info,missing_tool_call,clarify,timeline,False,False,False,missing tool call clarify; extra tool call timeline
v1_B_base_groq_20260729T104342209305,v1,v1+p874619d3505c+tc356f7d17ed5,base,R11_missing_url,False,missing_info,missing_tool_call,clarify,fetch,False,False,False,missing tool call clarify; extra tool call fetch
v1_B_base_groq_20260729T104342209305,v1,v1+p874619d3505c+tc356f7d17ed5,base,R12_confirm_before_send,False,wrong_boundary,extra_tool_call,clarify,send|clarify,False,False,False,extra tool call send
v1_B_base_groq_20260729T104342209305,v1,v1+p874619d3505c+tc356f7d17ed5,base,R13_parallel_web_and_tweets,False,wrong_tool,wrong_arg_value,lookup|social_search,lookup|timeline|clarify,False,False,False,"query: expected 'AI', got 'AI hôm nay'; missing tool call social_search; extra tool call timeline; extra tool call clarify"
v1_B_base_groq_20260729T104342209305,v1,v1+p874619d3505c+tc356f7d17ed5,base,R14_out_of_scope_coding,False,out_of_scope,provider_error,no_tool,,False,False,False,"BadRequestError: Error code: 400 - {'error': {'message': ""Failed to call a function. Please adjust your prompt. See 'failed_generation' for more details."", 'type': 'invalid_request_error', 'code': 'tool_use_failed', 'failed_generation': '<function=no_tool>{""bạn không thể yêu cầu tôi viết mã nguồn code.""}</function>'}}"
v1_B_base_groq_20260729T104342209305,v1,v1+p874619d3505c+tc356f7d17ed5,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v1_B_base_groq_20260729T104342209305,v1,v1+p874619d3505c+tc356f7d17ed5,base,M02_carryover_timeframe,True,wrong_arg_value,wrong_arg_value,lookup,lookup,False,True,False,"query: expected 'robotics', got 'robotics news today'"
v1_B_base_groq_20260729T104342209305,v1,v1+p874619d3505c+tc356f7d17ed5,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v1_B_base_groq_20260729T104342209305,v1,v1+p874619d3505c+tc356f7d17ed5,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v1_B_base_groq_20260729T104342209305,v1,v1+p874619d3505c+tc356f7d17ed5,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v1_B_base_groq_20260729T104342209305,v1,v1+p874619d3505c+tc356f7d17ed5,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v2_B_base_groq_20260729T104955419562,v2,v2+p8e27f64dc383+tc356f7d17ed5,base,R01_user_tweets_routing,False,wrong_tool,extra_tool_call,timeline,clarify|timeline,False,False,False,extra tool call clarify
v2_B_base_groq_20260729T104955419562,v2,v2+p8e27f64dc383+tc356f7d17ed5,base,R02_search_tweets_routing,False,wrong_tool,missing_tool_call,social_search,timeline,False,False,False,missing tool call social_search; extra tool call timeline
v2_B_base_groq_20260729T104955419562,v2,v2+p8e27f64dc383+tc356f7d17ed5,base,R03_web_news_routing,False,wrong_tool,extra_tool_call,lookup,lookup|lookup|lookup,False,False,False,extra tool call lookup; extra tool call lookup
v2_B_base_groq_20260729T104955419562,v2,v2+p8e27f64dc383+tc356f7d17ed5,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v2_B_base_groq_20260729T104955419562,v2,v2+p8e27f64dc383+tc356f7d17ed5,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v2_B_base_groq_20260729T104955419562,v2,v2+p8e27f64dc383+tc356f7d17ed5,base,R06_timeframe_arg,False,wrong_arg_value,extra_tool_call,lookup,lookup|lookup|social_search,False,False,False,extra tool call lookup; extra tool call social_search
v2_B_base_groq_20260729T104955419562,v2,v2+p8e27f64dc383+tc356f7d17ed5,base,R07_search_type_arg,False,wrong_arg_value,missing_tool_call,social_search,timeline,False,False,False,missing tool call social_search; extra tool call timeline
v2_B_base_groq_20260729T104955419562,v2,v2+p8e27f64dc383+tc356f7d17ed5,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v2_B_base_groq_20260729T104955419562,v2,v2+p8e27f64dc383+tc356f7d17ed5,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v2_B_base_groq_20260729T104955419562,v2,v2+p8e27f64dc383+tc356f7d17ed5,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v2_B_base_groq_20260729T104955419562,v2,v2+p8e27f64dc383+tc356f7d17ed5,base,R11_missing_url,False,missing_info,provider_error,clarify,,False,False,False,"BadRequestError: Error code: 400 - {'error': {'message': ""Failed to call a function. Please adjust your prompt. See 'failed_generation' for more details."", 'type': 'invalid_request_error', 'code': 'tool_use_failed', 'failed_generation': '<function=clarify>{""question"": ""Bạn có thể giúp tôi tóm tắt bài viết này không?"", ""response_type"": ""text""}'}}"
v2_B_base_groq_20260729T104955419562,v2,v2+p8e27f64dc383+tc356f7d17ed5,base,R12_confirm_before_send,False,wrong_boundary,,clarify,clarify,True,True,True,
v2_B_base_groq_20260729T104955419562,v2,v2+p8e27f64dc383+tc356f7d17ed5,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v2_B_base_groq_20260729T104955419562,v2,v2+p8e27f64dc383+tc356f7d17ed5,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v2_B_base_groq_20260729T104955419562,v2,v2+p8e27f64dc383+tc356f7d17ed5,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v2_B_base_groq_20260729T104955419562,v2,v2+p8e27f64dc383+tc356f7d17ed5,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v2_B_base_groq_20260729T104955419562,v2,v2+p8e27f64dc383+tc356f7d17ed5,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v2_B_base_groq_20260729T104955419562,v2,v2+p8e27f64dc383+tc356f7d17ed5,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v2_B_base_groq_20260729T104955419562,v2,v2+p8e27f64dc383+tc356f7d17ed5,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v2_B_base_groq_20260729T104955419562,v2,v2+p8e27f64dc383+tc356f7d17ed5,base,M06_switch_tool,True,wrong_tool,provider_error,lookup,,False,False,False,"BadRequestError: Error code: 400 - {'error': {'message': ""Failed to call a function. Please adjust your prompt. See 'failed_generation' for more details."", 'type': 'invalid_request_error', 'code': 'tool_use_failed', 'failed_generation': '<function=lookup>{""query"": ""OpenAI"", ""topic"": ""news"", ""timeframe"": ""week""}'}}"
v2_B_group_groq_20260729T105401878863,v2,v2+p8e27f64dc383+tc356f7d17ed5,group,R01_group_weather,False,wrong_tool,,weather,weather,True,True,True,
v2_B_group_groq_20260729T105401878863,v2,v2+p8e27f64dc383+tc356f7d17ed5,group,R02_group_clarify_topic,False,missing_info,missing_tool_call,clarify,lookup|lookup,False,False,False,missing tool call clarify; extra tool call lookup; extra tool call lookup
v2_B_group_groq_20260729T105401878863,v2,v2+p8e27f64dc383+tc356f7d17ed5,group,R03_group_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v2_B_group_groq_20260729T105401878863,v2,v2+p8e27f64dc383+tc356f7d17ed5,group,R04_group_lookup_general,False,wrong_tool,provider_error,lookup,,False,False,False,"RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01ktggbmg6exwrtwxjfnhyg6zj` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 3123, Requested 3097. Please try again in 2.2s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
v2_B_group_groq_20260729T105401878863,v2,v2+p8e27f64dc383+tc356f7d17ed5,group,R05_group_confirm_send,False,wrong_boundary,provider_error,clarify,,False,False,False,"BadRequestError: Error code: 400 - {'error': {'message': ""Failed to call a function. Please adjust your prompt. See 'failed_generation' for more details."", 'type': 'invalid_request_error', 'code': 'tool_use_failed', 'failed_generation': '<function=clarify>{""question"": ""Bạn có muốn gửi bản tin này lên Telegram không?"", ""response_type"": ""yes_no""}'}}"
v2_B_group_groq_20260729T105401878863,v2,v2+p8e27f64dc383+tc356f7d17ed5,group,M01_group_weather_clarify,True,missing_info,,weather,weather,True,True,True,
v2_B_group_groq_20260729T105401878863,v2,v2+p8e27f64dc383+tc356f7d17ed5,group,M02_group_timeline_correction,True,wrong_arg_value,provider_error,timeline,,False,False,False,"BadRequestError: Error code: 400 - {'error': {'message': ""Failed to call a function. Please adjust your prompt. See 'failed_generation' for more details."", 'type': 'invalid_request_error', 'code': 'tool_use_failed', 'failed_generation': '<function=clarify>{""question"": ""Bạn cần lấy 5 tweet của tài khoản nào?"", ""response_type"": ""text""}'}}"
v2_B_group_groq_20260729T105401878863,v2,v2+p8e27f64dc383+tc356f7d17ed5,group,M03_group_switch_weather_to_news,True,wrong_tool,provider_error,lookup,,False,False,False,"BadRequestError: Error code: 400 - {'error': {'message': ""Failed to call a function. Please adjust your prompt. See 'failed_generation' for more details."", 'type': 'invalid_request_error', 'code': 'tool_use_failed', 'failed_generation': '<function=lookup>{""query"": ""AI"", ""topic"": ""news"", ""timeframe"": ""day""}'}}"
v2_B_group_groq_20260729T105401878863,v2,v2+p8e27f64dc383+tc356f7d17ed5,group,M04_group_url_clarify,True,missing_info,provider_error,fetch,,False,False,False,"BadRequestError: Error code: 400 - {'error': {'message': ""Failed to call a function. Please adjust your prompt. See 'failed_generation' for more details."", 'type': 'invalid_request_error', 'code': 'tool_use_failed', 'failed_generation': '<function=clarify>{""question"": ""Bạn có thể đọc và tóm tắt bài viết tại địa chỉ URL này không?"", ""response_type"": ""text""}'}}"
v2_B_group_groq_20260729T105401878863,v2,v2+p8e27f64dc383+tc356f7d17ed5,group,M05_group_social_search_carryover,True,wrong_arg_value,missing_tool_call,social_search,clarify,False,False,False,missing tool call social_search; extra tool call clarify
v3_B_base_groq_20260729T110241121357,v3,v3+p8cb0d9cc2679+tc356f7d17ed5,base,R01_user_tweets_routing,False,wrong_tool,extra_tool_call,timeline,clarify|timeline,False,False,False,extra tool call clarify
v3_B_base_groq_20260729T110241121357,v3,v3+p8cb0d9cc2679+tc356f7d17ed5,base,R02_search_tweets_routing,False,wrong_tool,extra_tool_call,social_search,timeline|social_search,False,False,False,extra tool call timeline
v3_B_base_groq_20260729T110241121357,v3,v3+p8cb0d9cc2679+tc356f7d17ed5,base,R03_web_news_routing,False,wrong_tool,extra_tool_call,lookup,lookup|lookup|lookup,False,False,False,extra tool call lookup; extra tool call lookup
v3_B_base_groq_20260729T110241121357,v3,v3+p8cb0d9cc2679+tc356f7d17ed5,base,R04_read_url_routing,False,wrong_tool,provider_error,fetch,,False,False,False,"BadRequestError: Error code: 400 - {'error': {'message': ""Failed to call a function. Please adjust your prompt. See 'failed_generation' for more details."", 'type': 'invalid_request_error', 'code': 'tool_use_failed', 'failed_generation': '<function=clarify>{""question"": ""Bạn có thể giúp tôi tóm tắt bài viết này không?"", ""response_type"": ""text""}'}}"
v3_B_base_groq_20260729T110241121357,v3,v3+p8cb0d9cc2679+tc356f7d17ed5,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_groq_20260729T110241121357,v3,v3+p8cb0d9cc2679+tc356f7d17ed5,base,R06_timeframe_arg,False,wrong_arg_value,extra_tool_call,lookup,lookup|lookup|social_search,False,False,False,extra tool call lookup; extra tool call social_search
v3_B_base_groq_20260729T110241121357,v3,v3+p8cb0d9cc2679+tc356f7d17ed5,base,R07_search_type_arg,False,wrong_arg_value,extra_tool_call,social_search,clarify|social_search,False,False,False,extra tool call clarify
v3_B_base_groq_20260729T110241121357,v3,v3+p8cb0d9cc2679+tc356f7d17ed5,base,R08_out_of_scope,False,out_of_scope,provider_error,no_tool,,False,False,False,"BadRequestError: Error code: 400 - {'error': {'message': ""tool call validation failed: attempted to call tool 'no_tool' which was not in request.tools"", 'type': 'invalid_request_error', 'code': 'tool_use_failed', 'failed_generation': '<function=no_tool></function>'}}"
v3_B_base_groq_20260729T110241121357,v3,v3+p8cb0d9cc2679+tc356f7d17ed5,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v3_B_base_groq_20260729T110241121357,v3,v3+p8cb0d9cc2679+tc356f7d17ed5,base,R10_missing_handle,False,missing_info,provider_error,clarify,,False,False,False,"BadRequestError: Error code: 400 - {'error': {'message': ""Failed to call a function. Please adjust your prompt. See 'failed_generation' for more details."", 'type': 'invalid_request_error', 'code': 'tool_use_failed', 'failed_generation': '<function=clarify>{""question"": ""Tóm tắt 5 tweet mới nhất giúp mình"", ""response_type"": ""text""}'}}"
v3_B_base_groq_20260729T110241121357,v3,v3+p8cb0d9cc2679+tc356f7d17ed5,base,R11_missing_url,False,missing_info,provider_error,clarify,,False,False,False,"BadRequestError: Error code: 400 - {'error': {'message': ""Failed to call a function. Please adjust your prompt. See 'failed_generation' for more details."", 'type': 'invalid_request_error', 'code': 'tool_use_failed', 'failed_generation': '<function=clarify>{""question"": ""Bạn có thể cung cấp URL của bài viết này không?"", ""response_type"": ""text""}'}}"
v3_B_base_groq_20260729T110241121357,v3,v3+p8cb0d9cc2679+tc356f7d17ed5,base,R12_confirm_before_send,False,wrong_boundary,provider_error,clarify,,False,False,False,"BadRequestError: Error code: 400 - {'error': {'message': ""Failed to call a function. Please adjust your prompt. See 'failed_generation' for more details."", 'type': 'invalid_request_error', 'code': 'tool_use_failed', 'failed_generation': '<function=clarify>{""question"": ""Bạn muốn đăng bản tin này lên Telegram?"", ""response_type"": ""yes_no""}'}}"
v3_B_base_groq_20260729T110241121357,v3,v3+p8cb0d9cc2679+tc356f7d17ed5,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v3_B_base_groq_20260729T110241121357,v3,v3+p8cb0d9cc2679+tc356f7d17ed5,base,R14_out_of_scope_coding,False,out_of_scope,provider_error,no_tool,,False,False,False,"BadRequestError: Error code: 400 - {'error': {'message': ""tool call validation failed: attempted to call tool 'no_tool' which was not in request.tools"", 'type': 'invalid_request_error', 'code': 'tool_use_failed', 'failed_generation': '<function=no_tool>{""reason"": ""Không thực hiện được yêu cầu này vì nó liên quan đến việc viết mã Python.""}</function>\n\n'}}"
v3_B_base_groq_20260729T110241121357,v3,v3+p8cb0d9cc2679+tc356f7d17ed5,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v3_B_base_groq_20260729T110241121357,v3,v3+p8cb0d9cc2679+tc356f7d17ed5,base,M02_carryover_timeframe,True,wrong_arg_value,provider_error,lookup,,False,False,False,"BadRequestError: Error code: 400 - {'error': {'message': ""Failed to call a function. Please adjust your prompt. See 'failed_generation' for more details."", 'type': 'invalid_request_error', 'code': 'tool_use_failed', 'failed_generation': '<function=clarify>{""question"": ""Bạn muốn tìm tin tức về robotics hôm nay?"", ""response_type"": ""yes_no""}'}}"
v3_B_base_groq_20260729T110241121357,v3,v3+p8cb0d9cc2679+tc356f7d17ed5,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_groq_20260729T110241121357,v3,v3+p8cb0d9cc2679+tc356f7d17ed5,base,M04_clarify_then_url,True,missing_info,missing_tool_call,fetch,clarify,False,False,False,missing tool call fetch; extra tool call clarify
v3_B_base_groq_20260729T110241121357,v3,v3+p8cb0d9cc2679+tc356f7d17ed5,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_groq_20260729T110241121357,v3,v3+p8cb0d9cc2679+tc356f7d17ed5,base,M06_switch_tool,True,wrong_tool,provider_error,lookup,,False,False,False,"BadRequestError: Error code: 400 - {'error': {'message': ""Failed to call a function. Please adjust your prompt. See 'failed_generation' for more details."", 'type': 'invalid_request_error', 'code': 'tool_use_failed', 'failed_generation': '<function=lookup>{""query"": ""OpenAI"", ""topic"": ""news"", ""timeframe"": ""week""}'}}"
